id,host,target,tradition,source,x_s,candidate_sim,control_mean,control_std,control_max,control_min,pull_index,n_controls
NET_004,Cǎonímǎ,肏你妈 (Cào nǐ mā) — Mandarin obscenity 'fuck your mother'; broader meaning: symbolic resistance against Chinese internet censorship,Chinese internet resistance language,shogun,0.1,0.35620660159245915,0.17365533188652574,0.052583759751948345,0.2382075792422289,0.09828715267828585,0.1825512697059334,10
NET_005,Wǔyuè sānshíwǔrì,"June 4th (六四, Liùsì) — the date of the 1989 Tiananmen Square massacre; a heavily censored topic in China",Chinese internet censorship evasion,shogun,0.0,0.3074450511003804,0.33508231529317356,0.013082746976061554,0.3581173351069904,0.3139497232652963,-0.027637264192793165,10
NET_006,three-oh-four,"'HOE' — sexual slang for a promiscuous person, revealed by flipping a calculator/phone display upside down (3→E, 0→O, 4→H)",Calculator spelling / TikTok number slang,shogun,0.05,0.29710970702342737,0.21572056173322485,0.03063245945210416,0.2534091642090673,0.16002646888916075,0.08138914529020252,9
NET_007,Netflix and chill,"Sexual encounter at home, framed as a casual invitation to watch streaming video together",Internet meme / AAVE-origin euphemism,shogun,0.0,0.5134294150954418,0.3769591573835262,0.04893188888673024,0.47815300976489955,0.2980789736664237,0.13647025771191562,10
T_001,botan,猪肉,food_euphemism_ja,torami,0.0,0.22934842621592266,0.21278046129263628,0.040335009610185685,0.27081819369613425,0.14664814714514218,0.016567964923286382,10
T_002,momiji,鹿肉,food_euphemism_ja,torami,0.0,0.21739480479860923,0.22716583362817425,0.04736413533816859,0.3208423416066805,0.15945962776950953,-0.009771028829565015,10
T_003,sakura,馬肉,food_euphemism_ja,torami,0.0,0.1642479402799864,0.14316908546482965,0.04121122772411761,0.20483693548131193,0.06171788633075127,0.021078854815156756,10
T_004,kashiwa,鶏肉,food_euphemism_ja,torami,0.0,0.24076448582661392,0.1474186580777309,0.03321647329385223,0.19746006973568034,0.09831272992482015,0.093345827748883,10
T_005,au,sexual encounter,kakekotoba,torami,0.0,0.1588280819672971,0.25744293847124544,0.05851749215482842,0.346954500563939,0.1614786130613098,-0.09861485650394833,10
T_006,yoru,sexual activity,kakekotoba,torami,0.0,0.23734781579659667,0.3444984650873729,0.08364408950543417,0.4977735969381287,0.24808025114321755,-0.10715064929077625,10
T_007,tsuyu,ephemerality,kakekotoba,torami,0.0,0.20487975277952447,0.1641461904283566,0.021985801123775402,0.21068508698172403,0.12949607256234946,0.040733562351167873,10
T_008,nureru,sexual arousal,kakekotoba,torami,0.0,0.2514725354230203,0.1889641409156888,0.047898138682490106,0.2592531229298349,0.09797189495981412,0.06250839450733148,10
T_009,neru,sexual intercourse,kakekotoba,torami,0.0,0.1523795752575367,0.14070521713255496,0.04930260945614585,0.2238023066713205,0.055035657978415996,0.011674358124981743,10
T_010,midareru,sexual abandon,kakekotoba,torami,0.0,0.1966737179416587,0.214845093823488,0.02976699429391088,0.2743308185036568,0.17628222222156664,-0.018171375881829294,10
T_011,furu,rejection/rain,kakekotoba,torami,0.0,0.21663118701246847,0.16708894929783932,0.03142917488207806,0.22029112410394913,0.11111794064269019,0.04954223771462915,10
T_012,nagame,long rain,kakekotoba,torami,0.0,0.26395107450520133,0.1884488752838422,0.044210294682917886,0.2636845891959614,0.13759653640620512,0.07550219922135915,10
T_013,chiru,loss,kakekotoba,torami,0.0,0.12803252922249708,0.14031460729360212,0.036198005892861373,0.19880092364758764,0.08887481203111931,-0.01228207807110504,10
T_014,tsutsumu,embrace,kakekotoba,torami,0.0,0.39690650799193516,0.38549403141678285,0.07022330151129877,0.5431428089673296,0.2958005613748532,0.01141247657515232,10
T_015,rati,erotic pleasure,slesa,torami,0.0,0.22042654224181096,0.14894062848613512,0.02342291026738952,0.19404910125171596,0.12280553738734214,0.07148591375567584,10
T_016,kama,erotic desire,slesa,torami,0.0,0.3486413803165,0.11452796967922522,0.01366204504662769,0.1355141886501489,0.09595182808459593,0.23411341063727475,10
T_017,madana,intoxicating love,slesa,torami,0.0,0.2627241183803337,0.18015836967849264,0.03723129605484292,0.24425848519059704,0.130897253938239,0.08256574870184108,10
T_018,rasa,erotic sentiment,slesa,torami,0.0,0.2717988198987401,0.17147167284105588,0.062029386192031105,0.3227389800554806,0.10321934743902307,0.10032714705768422,10
T_019,vilasa,erotic play,slesa,torami,0.0,0.21750960378686265,0.1620397904449184,0.04267623429254294,0.23179339741169863,0.085217624882384,0.05546981334194426,10
T_020,shringara,erotic rasa,slesa,torami,0.0,0.5887426562263532,0.25095508188028776,0.07369029730242853,0.36176485595708496,0.1360964518396177,0.3377875743460655,10
T_021,keli,erotic sport,slesa,torami,0.0,0.18181676467642552,0.12731031766395348,0.01725683712780247,0.15763657391712416,0.10470829090424345,0.05450644701247204,10
T_022,milana,sexual union,slesa,torami,0.0,0.21788208088256306,0.20178907610324037,0.029791943730775004,0.24509302009380143,0.1368908572830949,0.016093004779322684,10
T_023,sangama,confluence,slesa,torami,0.1,0.3378859918542701,0.2228244581576968,0.04426532540391495,0.3003767564512142,0.17248988207984128,0.11506153369657329,10
T_024,alingana,embrace,slesa,torami,0.0,0.24508632760098736,0.1406584690918783,0.02479005374949398,0.18215890321196263,0.10424433842539917,0.10442785850910907,10
T_025,sharab,divine ecstasy,iham,torami,0.0,0.2766935130074112,0.1146922592028499,0.023758109962212323,0.17645275633773377,0.09135563411914556,0.1620012538045613,10
T_026,saqi,divine cupbearer,iham,torami,0.0,0.36134120907948786,0.22205128286967687,0.04948841570057363,0.3081919604708173,0.14780172349408058,0.13928992620981098,10
T_027,mast,spiritual ecstasy,iham,torami,0.0,0.1694884840501194,0.08246184801394585,0.02749925359934672,0.1336515044813095,0.03959328226522683,0.08702663603617355,10
T_028,zolf,divine beauty,iham,torami,0.0,0.16522807285697297,0.1442923570262448,0.03349731733290598,0.19365842574553907,0.09284243828028126,0.020935715830728174,10
T_029,khal,divine mark,iham,torami,0.0,0.25975347501444557,0.17481725639613052,0.016408047541588443,0.20047171188559423,0.1389634551489832,0.08493621861831505,10
T_030,gol,beloved's beauty,iham,torami,0.0,0.12930036838538045,0.16317284850879402,0.030384156711176252,0.20646392022497762,0.110844649138203,-0.03387248012341357,10
T_031,bolbol,lover/seeker,iham,torami,0.0,0.1384297050441224,0.1154754899375137,0.029698198786157894,0.18916338818144718,0.0734555202809823,0.02295421510660868,10
T_032,kharabat,spiritual tavern,iham,torami,0.0,0.20477194808138083,0.16345190299677076,0.03160820149831002,0.2136006221021521,0.11413071148120035,0.04132004508461007,10
T_033,rend,spiritual libertine,iham,torami,0.0,0.1589362208329923,0.059584653860506334,0.026268215816402544,0.10737357536318046,0.011981513629533546,0.09935156697248597,10
T_034,saba,messenger of love,iham,torami,0.0,0.22894940238755443,0.15809409419648,0.021136216218748716,0.18873988788287524,0.12437717731670263,0.07085530819107444,10
T_035,jouir,orgasm,adianoeta,torami,0.0,0.5210647220913245,0.20259166164677297,0.026746008304501835,0.24404478852863687,0.16363309955257885,0.3184730604445515,10
T_036,mourir,la petite mort,adianoeta,torami,0.0,0.4342861756160161,0.32528094252041345,0.050789617350702115,0.39755133292781836,0.21672924926819262,0.10900523309560267,10
T_037,baiser,sexual intercourse,adianoeta,torami,0.0,0.3510757093378464,0.18757440195295877,0.04731205903973082,0.24066224819193358,0.0802753348859831,0.1635013073848876,10
T_038,connaitre,carnal knowledge,adianoeta,torami,0.0,0.36077786269525447,0.21394351681327045,0.06768834944117719,0.3665373934742698,0.13807246176169685,0.14683434588198402,10
T_039,coucher,sexual intercourse,adianoeta,torami,0.0,0.242374367688259,0.1519778685915502,0.036329411035329016,0.182976004715055,0.08073781831035809,0.0903964990967088,10
T_040,liaison,sexual affair,adianoeta,torami,0.0,0.43549135095399233,0.23670735315668087,0.05003934882348147,0.3736018917795257,0.18152571332194134,0.19878399779731146,10
T_041,affaire,sexual affair,adianoeta,torami,0.0,0.5264304636815802,0.21498184592391906,0.019972568689225895,0.2459415785742688,0.18185450648338006,0.31144861775766114,10
T_042,amant,sexual lover,adianoeta,torami,0.0,0.5482851457145553,0.3222520532295128,0.08545296373346359,0.5028808587796328,0.1986183090116715,0.22603309248504255,10
T_043,galant,sexual pursuer,adianoeta,torami,0.0,0.20231862393221872,0.17885018810973866,0.031808962521816156,0.23588601261122127,0.1334118999716994,0.023468435822480066,10
T_044,commerce,sexual intercourse,adianoeta,torami,0.0,0.27544583975037173,0.19330075316685447,0.037621606008882154,0.25947815000272056,0.14234253752268577,0.08214508658351727,10
T_045,fu_bat,福 fortune,xieyin,torami,0.0,0.31340297431119474,0.21894059154950646,0.06658041338405875,0.38574183729819395,0.15133321669422456,0.09446238276168828,10
T_046,lu_deer,禄 prosperity,xieyin,torami,0.0,0.31783837706560564,0.21172231658662338,0.07319120919157063,0.3604837324649741,0.06728237568288321,0.10611606047898225,10
T_047,yu_fish,余 surplus,xieyin,torami,0.0,0.3848035221198167,0.2578343900111377,0.06572551671114664,0.36788944965628134,0.15320639796277938,0.126969132108679,10
T_048,ju_mandarin,吉 luck,xieyin,torami,0.0,0.306631895889989,0.24932225350957457,0.05251907640443656,0.34967703626438473,0.18655075789315578,0.057309642380414444,10
T_049,lian_lotus,恋 love,xieyin,torami,0.0,0.2907741183573408,0.28214186083038945,0.057188959806643104,0.3818858438043003,0.18659462240045047,0.008632257526951348,10
T_050,zao_jujube,早 early,xieyin,torami,0.0,0.23557493417587325,0.24857839300132575,0.041004673348198115,0.3400256612645677,0.199117562333634,-0.013003458825452507,10
T_051,li_pear,离 separation,xieyin,torami,0.0,0.2162655179872365,0.20396497675914643,0.03546142865879275,0.25163788265647746,0.1512258011530111,0.012300541228090073,10
T_052,pingguo_apple,平安 peace,xieyin,torami,0.0,0.26355548076220636,0.18364217876153316,0.03517190270383487,0.23983884201970573,0.13419902089090635,0.0799133020006732,10
T_053,huasheng_peanut,生 birth,xieyin,torami,0.0,0.21938357928366087,0.182291699950877,0.06453756486680301,0.35276877267122325,0.10948983155104881,0.03709187933278388,10
T_054,shan_fan,善 virtue,xieyin,torami,0.0,0.3095737154932034,0.18785655537118084,0.03370469921382698,0.27623103883489947,0.15441299469033973,0.12171716012202255,10
T_055,kuromame,勤勉,osechi,torami,0.0,0.14587291930159657,0.1218599081830247,0.02220669193975643,0.15710492020466577,0.0833728262369312,0.024013011118571875,10
T_056,kazunoko,子孫繁栄,osechi,torami,0.0,0.25530392404153984,0.26750622430574234,0.049066784256984075,0.37449940598187753,0.20340929253108866,-0.012202300264202492,10
T_057,ebi,長寿,osechi,torami,0.0,0.14353019296271163,0.16486458426327763,0.03740402614992152,0.23108926861492307,0.10187187935591942,-0.021334391300565997,10
T_058,konbu,喜ぶ,osechi,torami,0.0,0.2123222342272766,0.1933476900086591,0.055415362483144166,0.3301155152230503,0.1383953087884092,0.018974544218617523,10
T_059,tai,めでたい,osechi,torami,0.0,0.2566994652118095,0.22679889232907052,0.015910568143474878,0.25423593824947344,0.20461776331538703,0.02990057288273895,10
T_060,renkon,見通し,osechi,torami,0.0,0.20265990527136127,0.16624340058801926,0.032196433173609706,0.22230666396871457,0.11964506417061647,0.03641650468334201,10
T_061,kurikinton,金運,osechi,torami,0.0,0.19529294203545777,0.16835916584449132,0.06651714983423505,0.33754770009735424,0.07939741167811025,0.026933776190966457,10
T_062,datemaki,学問成就,osechi,torami,0.0,0.19379158019077358,0.15693685942809033,0.02981224912617379,0.2274166194543148,0.12985599056712283,0.03685472076268326,10
T_063,kohaku_kamaboko,祝い,osechi,torami,0.0,0.21924438365072788,0.21985471035962037,0.0473321205038692,0.31175383536241497,0.12090587438141781,-0.0006103267088924946,10
T_064,tatsukuri,豊作,osechi,torami,0.0,0.3297976063480369,0.36369029005875225,0.10922329157168759,0.4958810293765283,0.14667510298749528,-0.033892683710715354,10
T_065,satoimo,子孫繁栄,osechi,torami,0.0,0.20512026305903952,0.21407013348979062,0.03836971941342354,0.2942384109928648,0.1472610888851029,-0.0089498704307511,10
T_066,gobou,安泰,osechi,torami,0.0,0.1281141067058919,0.09857096396154202,0.04532166240868831,0.15829657394145705,0.03703986650889356,0.029543142744349882,10
T_067,nishime,家族円満,osechi,torami,0.1,0.26335798917585995,0.23773809993222836,0.061810603353633684,0.3829018548470713,0.12822655866831897,0.025619889243631594,10
T_068,netflix_and_chill,sexual intercourse,metonymic_sex_en,torami,0.2,0.24108384036744135,0.18345969630406084,0.03092652183629906,0.25061750104995334,0.14347834048113353,0.05762414406338051,10
T_069,come_up_for_coffee,sexual intercourse,metonymic_sex_en,torami,0.0,0.11013213750990337,0.163556596603002,0.02855310902205766,0.21946733356005244,0.12725007985572961,-0.053424459093098633,10
T_070,spend_the_night,sexual intercourse,metonymic_sex_en,torami,0.0,0.20857459579610843,0.20110508298063756,0.02732370373776711,0.2524566342589924,0.15880920086596506,0.007469512815470869,10
T_071,go_back_to_my_place,sexual intercourse,metonymic_sex_en,torami,0.0,0.18390456498194424,0.1797637720734418,0.03003714064525936,0.21984213019608279,0.11633117456869234,0.004140792908502444,10
T_072,see_my_etchings,sexual intercourse,metonymic_sex_en,torami,0.0,0.11977869612303298,0.11002471489560824,0.011702292777259227,0.13390901341497807,0.09422164008049065,0.00975398122742474,10
T_073,sleep_together,sexual intercourse,metonymic_sex_en,torami,0.0,0.3307984571775513,0.282898097542715,0.02614763923428131,0.3223210534924915,0.22262486846510532,0.0479003596348363,10
T_074,hook_up,sexual intercourse,metonymic_sex_en,torami,0.1,0.27504443648642457,0.23038189789282018,0.02988882735561699,0.262254646076526,0.15347272307739226,0.04466253859360439,10
T_075,get_lucky,sexual intercourse,metonymic_sex_en,torami,0.0,0.10847842656086185,0.1436336728775443,0.011682158674622736,0.16665612927977205,0.12980701800566039,-0.03515524631668246,10
T_076,toko_wo_tomo_ni_suru,性行為,metonymic_sex_ja,torami,0.0,0.19374394332523073,0.2502853214755909,0.04991712581913924,0.32306497200561723,0.1620198109652511,-0.05654137815036017,10
T_077,te_wo_dasu,性的接触,metonymic_sex_ja,torami,0.0,0.17158704487992293,0.16843441155745795,0.06513655380873917,0.2729679155374085,0.07915479107702098,0.003152633322464987,10
T_078,issen_wo_koeru,性的関係,metonymic_sex_ja,torami,0.0,0.22216121393191032,0.23568523950005985,0.01872050362685212,0.2663466364994974,0.21027767100575295,-0.013524025568149523,10
T_079,karada_no_kankei,性的関係,metonymic_sex_ja,torami,0.0,0.3630523895196473,0.44194690208024745,0.10149191200447695,0.635958607794546,0.3435624062489819,-0.07889451256060015,10
T_080,fukai_kankei,性的関係,metonymic_sex_ja,torami,0.0,0.31198577942942207,0.4657722490980797,0.10891282939830231,0.6384063874406607,0.32809368157879454,-0.1537864696686576,10
T_081,otona_no_kankei,性的関係,metonymic_sex_ja,torami,0.0,0.27774459833251963,0.4898115184195467,0.08970141170764354,0.6391981372978598,0.3604212899101325,-0.21206692008702704,10
T_082,saigo_made,性行為完遂,metonymic_sex_ja,torami,0.0,0.2499419930921148,0.3306451248442494,0.03421465958564111,0.3962877995204124,0.2848128550706883,-0.08070313175213462,10
T_083,otomari,性行為,metonymic_sex_ja,torami,0.0,0.10725961635417683,0.2120651141171795,0.02898388766177548,0.2484496118169711,0.14651045594164272,-0.10480549776300266,10
T_084,grab_a_drink,drinking session,metonymic_drink_en,torami,0.0,0.45385210746534405,0.4800388045301391,0.04197539131375357,0.5430136122455057,0.4001843151006531,-0.02618669706479504,10
T_085,hit_the_bar,drinking session,metonymic_drink_en,torami,0.0,0.3357965978639014,0.2776033299181658,0.03668036448925481,0.3429756295037493,0.21029956900630145,0.05819326794573565,10
T_086,crack_open_cold_one,drinking session,metonymic_drink_en,torami,0.3,0.4032617790268629,0.3821790136683001,0.04099025910387992,0.42558006890678163,0.2865862114889034,0.021082765358562794,10
T_087,happy_hour,drinking session,metonymic_drink_en,torami,0.3,0.3366541158329385,0.3379888270937133,0.06809219153115395,0.4455522584297809,0.2252346131750638,-0.001334711260774779,10
T_088,liquid_lunch,drinking session,metonymic_drink_en,torami,0.2,0.4037603003072477,0.4612350633819541,0.05361290379008702,0.5368632762104407,0.3734506161696873,-0.05747476307470639,10
T_089,nightcap,final drink,metonymic_drink_en,torami,0.3,0.5944430421285783,0.2559182866962344,0.046959800036898605,0.3355943159301959,0.18595016497318956,0.33852475543234395,10
T_090,ippai_yaru,飲酒,metonymic_drink_ja,torami,0.0,0.21541586799574594,0.2779883348794982,0.028142281077509986,0.32405410364080567,0.22392632220661984,-0.06257246688375226,10
T_091,nomi_ni_iku,飲酒,metonymic_drink_ja,torami,0.0,0.21933201772235397,0.545405212342592,0.06907878725568357,0.6657069038540528,0.40101961468024966,-0.326073194620238,10
T_092,chotto_tsukiatte,飲酒誘い,metonymic_drink_ja,torami,0.0,0.26476988264536055,0.28990527264298377,0.03642611308574185,0.34610018321964414,0.22201315905656635,-0.025135389997623214,10
T_093,nikenme_ikou,飲み続行,metonymic_drink_ja,torami,0.3,0.2879790404680632,0.31756479904689877,0.04182764642367829,0.37788041791568744,0.25325291561763585,-0.029585758578835553,10
T_094,mou_ippai_dake,飲酒継続,metonymic_drink_ja,torami,0.0,0.23389922276645678,0.3217766355405062,0.048107457193279766,0.38285599393673997,0.2642673754464105,-0.0878774127740494,10
T_095,kanpai_shiyou,飲み会開始,metonymic_drink_ja,torami,0.3,0.35492706174796435,0.5337670954900181,0.028559911329080694,0.5578287044680071,0.46403523853028067,-0.17884003374205376,10
T_096,bow_deeply,respect,metonymic_ritual,torami,0.0,0.22470530033497838,0.20732935865578833,0.033772182708168584,0.27376588429311377,0.15828260282062043,0.017375941679190043,10
T_097,shake_hands,agreement,metonymic_ritual,torami,0.2,0.29342290877908495,0.2910017822813834,0.05778480610116591,0.4196616018776918,0.20349905719696013,0.0024211264977015423,10
T_098,raise_a_glass,celebration,metonymic_ritual,torami,0.2,0.5658217212638649,0.6175594301486477,0.10908909276916562,0.7573945604509584,0.4553548662929431,-0.051737708884782796,10
T_099,tip_your_hat,courtesy,metonymic_ritual,torami,0.2,0.326319260374366,0.39460277887037654,0.06903892099631714,0.5027114717531311,0.26764628073154867,-0.06828351849601055,10
T_100,kneel_before,submission,metonymic_ritual,torami,0.0,0.43143722442346566,0.49314673269625137,0.0687802227641297,0.6747223685836798,0.42935285715004723,-0.06170950827278571,10
T_101,stand_in_silence,mourning,metonymic_ritual,torami,0.2,0.33268877254269363,0.31084015006614873,0.04549087683929035,0.4324440696886875,0.2540224523943672,0.0218486224765449,10
T_102,clasp_hands_prayer,devotion,metonymic_ritual,torami,0.2,0.5196374166451794,0.31573700410539507,0.06307605477786742,0.41410548118584206,0.22168778579472465,0.2039004125397843,10
T_103,salute,loyalty,metonymic_ritual,torami,0.0,0.44842311777217375,0.3226720689198104,0.10187761042732144,0.5291051960645621,0.22412728182180014,0.12575104885236338,10
